9000,"[0.00111123458162018, 0.0012223580397821981]","[[1.0573804378509521, 1.0573804378509521]]","[[3.5, 3.5]]",
9000,[],[],[],
9000,"[0.06778530947883099, 0.067896432936993]","[[0.0, 0.0]]","[[3.5, 0.0]]",
9000,"[0.06778530947883099, 0.067896432936993]","[[1.057380437850951, 1.0573804378508802]]","[[3.5, 3.5]]",
9000,"[0.06778530947883099, 0.067896432936993]","[[1.0807360979223568, 1.0821572473476389]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459458505, 2.119604389597967]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844593444006, 2.145452950549167]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844593444006, 2.145452950549167]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459458505, 2.1196043969953062]]","[[2.5108906252134164, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.1198164892398523]]","[[0.0, 0.0]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.145453000139629]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.145453000139629]]","[[3.5, 3.5]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.1196313915112577]]","[[2.120084459535675, 2.1196313915112577]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628486645985]]","[[2.1200844596761588, 2.119628486645985]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.119630620457992]]","[[2.1200844759411073, 2.119630620457992]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.1196384702565343]]","[[2.120128119842022, 2.1196384702565343]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.119631375984861]]","[[2.120128113420827, 2.119631375984861]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.1196247546947538]]","[[2.120084459619879, 2.1196247546947538]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.1196308527860808]]","[[2.1200844650835515, 2.1196308527860808]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.119638375475375]]","[[2.1200844595356756, 2.119604428465706]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.1196385459685834]]","[[2.120128113404874, 2.1196385459685834]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.1196305647931033]]","[[2.120084459537531, 2.1196305647931033]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.1196385122729735]]","[[2.1200844595516286, 2.119604379279905]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595516286, 2.119631393098119]]","[[2.120128113420827, 2.119631393098119]]",
9000,"[0.999777753083676, 0.999888876541838]","[[1.0573804378509437, 0.0]]","[[1.05738043785095, 0.0]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.1196253745275078]]","[[2.120084485276174, 2.1196253745275078]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628459304859]]","[[2.1200844630232427, 2.119628459304859]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628459304859]]","[[2.1200844630232427, 2.119628459304859]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.1196346075698673]]","[[2.120085466402787, 2.1196346075698673]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628486645985]]","[[2.1200844596761588, 2.119628486645985]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628486645985]]","[[2.1200844596761588, 2.119628486645985]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.120084459535675, 2.119628459304859]]","[[2.1200844630232427, 2.119628459304859]]",
9000,"[0.999777753083676, 0.999888876541838]","[[1.75, 2.1196349240985994]]","[[1.75, 2.1196349240985994]]",
9000,"[0.999777753083676, 0.999888876541838]","[[1.75, 2.1196349240985994]]","[[1.75, 2.1196349240985994]]",
9000,"[0.999777753083676, 0.999888876541838]","[[1.75, 2.1196349240985994]]","[[1.75, 2.1196349240985994]]",
9000,"[0.999777753083676, 0.999888876541838]","[[1.75, 2.1196349240985994]]","[[1.75, 2.1196349240985994]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.12008445242386, 2.1196349150941076]]","[[2.120084452150388, 2.1196349399300494]]",
9000,"[0.999777753083676, 0.999888876541838]","[[2.1200844595356756, 2.1196346075698673]]","[[2.120085466402787, 2.1196346075698673]]",
9000,[],[],[],
