9000,"[0.00111123458162018, 0.0012223580397821981, 0.001333481497944216, 0.001444604956106234, 0.0015557284142682522, 0.0016668518724302702, 0.0017779753305922881, 0.001889098788754306, 0.002000222246916324, 0.002111345705078342, 0.00222246916324036, 0.002333592621402378]","[[1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521]]","[[0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106]]",
9000,"[0.00111123458162018, 0.0012223580397821981, 0.001333481497944216, 0.001444604956106234, 0.0015557284142682522, 0.0016668518724302702, 0.0017779753305922881, 0.001889098788754306, 0.002000222246916324, 0.002111345705078342, 0.00222246916324036, 0.002333592621402378]","[[1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521]]","[[0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106], [0.2512361875467106]]",
90000,"[0.00011111234569272992, 0.00012222358026200292, 0.00013333481483127592, 0.0001444460494005489, 0.0001555572839698219, 0.00016666851853909488, 0.00017777975310836788, 0.0001888909876776409, 0.00020000222224691387, 0.00021111345681618687, 0.00022222469138545985, 0.00023333592595473285]","[[1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0576144370248026], [1.058964515528767], [1.0621262470746595], [1.067489293165114], [1.0684111479201737]]","[[0.25012361187504667], [0.2502347229861578], [0.2503458340972689], [0.25045694520838], [0.25056805631949114], [0.25067916743060226], [0.2507902785417134], [0.2509013896528245], [0.2510125007639356], [0.2511236118750467], [0.25123472298615784], [0.25134583409726896]]",
90000,"[0.00011111234569272992, 0.00012222358026200292, 0.00013333481483127592, 0.0001444460494005489, 0.0001555572839698219, 0.00016666851853909488, 0.00017777975310836788, 0.0001888909876776409, 0.00020000222224691387, 0.00021111345681618687, 0.00022222469138545985, 0.00023333592595473285]","[[1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0576144370248026], [1.058964515528767], [1.0621262470746595], [1.067489293165114], [1.0684111479201737]]","[[0.25012361187504667], [0.2502347229861578], [0.2503458340972689], [0.25045694520838], [0.25056805631949114], [0.25067916743060226], [0.2507902785417134], [0.2509013896528245], [0.2510125007639356], [0.2511236118750467], [0.25123472298615784], [0.25134583409726896]]",
90000,"[0.00011111234569272992, 0.00012222358026200292, 0.00013333481483127592, 0.0001444460494005489, 0.0001555572839698219, 0.00016666851853909488, 0.00017777975310836788, 0.0001888909876776409, 0.00020000222224691387, 0.00021111345681618687, 0.00022222469138545985, 0.00023333592595473285]","[[1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0573804378509521], [1.0576144370248026], [1.058964515528767], [1.0621262470746595], [1.067489293165114], [1.0684111479201737]]","[[0.25012361187504667], [0.2502347229861578], [0.2503458340972689], [0.25045694520838], [0.25056805631949114], [0.25067916743060226], [0.2507902785417134], [0.2509013896528245], [0.2510125007639356], [0.2511236118750467], [0.25123472298615784], [0.25134583409726896]]",
90,"[0.11235955056179775, 0.12359550561797752, 0.1348314606741573, 0.14606741573033707, 0.15730337078651685, 0.16853932584269662, 0.1797752808988764, 0.19101123595505617, 0.20224719101123595]","[[1.0637018723926306], [1.0695838893152865], [1.0753611221728128], [1.0805928581793969], [1.0851979622013084], [1.0891134759570669], [1.0922701390945087], [1.0945918415202152], None, None]","[[0.37442472057856674], [0.48553583168967784], [0.596646942800789], [0.7077580539119002], [0.8188691650230113], [0.9299802761341225], [1.0410913872452336], [1.1522024983563448], None, None]",
90,"[0.11235955056179775, 0.12359550561797752, 0.1348314606741573, 0.14606741573033707, 0.15730337078651685, 0.16853932584269662, 0.1797752808988764, 0.19101123595505617, 0.20224719101123595]","[[1.0637018723926306], [1.0695838893152865], [1.0753611221728128], [1.0805928581793969], [1.0851979622013084], [1.0891134759570669], [1.0922701390945087], [1.0945918415202152], None, None]","[[0.37442472057856674], [0.48553583168967784], [0.596646942800789], [0.7077580539119002], [0.8188691650230113], [0.9299802761341225], [1.0410913872452336], [1.1522024983563448], None, None]",
90,"[0.11235955056179775, 0.12359550561797752, 0.1348314606741573, 0.14606741573033707, 0.15730337078651685, 0.16853932584269662, 0.1797752808988764, 0.19101123595505617]","[[1.0637018723926306], [1.0695838893152865], [1.0753611221728128], [1.0805928581793969], [1.0851979622013084], [1.0891134759570669], [1.0922701390945087], [1.0945918415202152]]","[[0.37442472057856674], [0.48553583168967784], [0.596646942800789], [0.7077580539119002], [0.8188691650230113], [0.9299802761341225], [1.0410913872452336], [1.1522024983563448]]",
90,[0.11235955056179775],[[0.0]],[[3.5]],
90,[0.11235955056179775],[[0.0]],[[3.5]],
