9000,[0.999888876541838],[[2.1200844600731297]],[[0.5009444814732528]],
9000,[0.999888876541838],[[2.1200844618731813]],[[0.5009444814732528]],
9000,"[0.067896432936993, 0.06800755639515502]","[[1.080736096215693, 1.0816077130407258]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.080736096229783, 1.0816077173954541]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.0807360962879464, 1.081607712946846]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.0807360962879464, 1.081607712946846]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.0807360962879455, 1.0816077132463933]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.080736096287946, 1.081607713246413]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.080736096287946, 1.081607800154899]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]","[[1.080736096287946, 1.081607714157367]]","[[0.259866646219513, 0.2609777573306262]]",
9000,"[0.067896432936993, 0.06800755639515502]",[],[],
