time,x1,x2,ID
0.0,0.0,0.0,1.0
0.10101010101010101,7.399088346520236,-4.905,1.0
0.20202020202020202,14.798176693040473,-19.62,1.0
0.30303030303030304,22.19726503956071,-44.144999999999996,1.0
0.40404040404040403,29.596353386080946,-78.48,1.0
0.5050505050505051,36.99544173260118,-122.62500000000001,1.0
0.6060606060606061,44.39453007912142,-176.57999999999998,1.0
0.7070707070707071,51.793618425641654,-240.345,1.0
0.8080808080808081,59.19270677216189,-313.92,1.0
0.9090909090909091,66.59179511868213,-397.305,1.0
1.0101010101010102,73.99088346520236,-490.50000000000006,1.0
1.1111111111111112,81.3899718117226,-593.5050000000001,1.0
1.2121212121212122,88.78906015824283,-706.3199999999999,1.0
1.3131313131313131,96.18814850476308,-828.945,1.0
1.4141414141414141,103.58723685128331,-961.38,1.0
1.5151515151515151,110.98632519780355,-1103.625,1.0
1.6161616161616161,118.38541354432378,-1255.68,1.0
1.7171717171717171,125.78450189084401,-1417.545,1.0
1.8181818181818181,133.18359023736426,-1589.22,1.0
1.9191919191919191,140.5826785838845,-1770.7050000000002,1.0
2.0202020202020203,147.98176693040472,-1962.0000000000002,1.0
2.121212121212121,155.38085527692496,-2163.105,1.0
2.2222222222222223,162.7799436234452,-2374.0200000000004,1.0
2.323232323232323,170.17903196996545,-2594.7450000000003,1.0
2.4242424242424243,177.57812031648567,-2825.2799999999997,1.0
2.525252525252525,184.9772086630059,-3065.625,1.0
2.6262626262626263,192.37629700952616,-3315.78,1.0
2.727272727272727,199.77538535604637,-3575.745,1.0
2.8282828282828283,207.17447370256662,-3845.52,1.0
2.929292929292929,214.57356204908686,-4125.1050000000005,1.0
3.0303030303030303,221.9726503956071,-4414.5,1.0
3.131313131313131,229.37173874212732,-4713.705,1.0
3.2323232323232323,236.77082708864756,-5022.72,1.0
3.3333333333333335,244.1699154351678,-5341.545,1.0
3.4343434343434343,251.56900378168802,-5670.18,1.0
3.5353535353535355,258.9680921282083,-6008.625,1.0
3.6363636363636362,266.3671804747285,-6356.88,1.0
3.7373737373737375,273.76626882124873,-6714.945000000001,1.0
3.8383838383838382,281.165357167769,-7082.820000000001,1.0
3.9393939393939394,288.5644455142892,-7460.505000000001,1.0
4.040404040404041,295.96353386080943,-7848.000000000001,1.0
4.141414141414141,303.3626222073297,-8245.305,1.0
4.242424242424242,310.7617105538499,-8652.42,1.0
4.343434343434343,318.16079890037014,-9069.345000000001,1.0
4.444444444444445,325.5598872468904,-9496.080000000002,1.0
4.545454545454545,332.9589755934106,-9932.625000000002,1.0
4.646464646464646,340.3580639399309,-10378.980000000001,1.0
4.747474747474747,347.7571522864511,-10835.145,1.0
4.848484848484849,355.15624063297133,-11301.119999999999,1.0
4.94949494949495,362.5553289794916,-11776.905,1.0
5.05050505050505,369.9544173260118,-12262.5,1.0
5.151515151515151,377.35350567253204,-12757.905,1.0
5.252525252525253,384.7525940190523,-13263.12,1.0
5.353535353535354,392.1516823655725,-13778.145000000002,1.0
5.454545454545454,399.55077071209274,-14302.98,1.0
5.555555555555555,406.949859058613,-14837.625000000002,1.0
5.656565656565657,414.34894740513323,-15382.08,1.0
5.757575757575758,421.74803575165345,-15936.345000000001,1.0
5.858585858585858,429.1471240981737,-16500.420000000002,1.0
5.959595959595959,436.54621244469394,-17074.305000000004,1.0
6.0606060606060606,443.9453007912142,-17658.0,1.0
6.161616161616162,451.3443891377344,-18251.505,1.0
6.262626262626262,458.74347748425464,-18854.82,1.0
6.363636363636363,466.1425658307749,-19467.945000000003,1.0
6.4646464646464645,473.54165417729513,-20090.88,1.0
6.565656565656566,480.94074252381535,-20723.625,1.0
6.666666666666667,488.3398308703356,-21366.18,1.0
6.767676767676767,495.73891921685583,-22018.545,1.0
6.8686868686868685,503.13800756337605,-22680.72,1.0
6.96969696969697,510.5370959098963,-23352.704999999998,1.0
7.070707070707071,517.9361842564166,-24034.5,1.0
7.171717171717171,525.3352726029368,-24726.105,1.0
7.2727272727272725,532.734360949457,-25427.52,1.0
7.373737373737374,540.1334492959772,-26138.745,1.0
7.474747474747475,547.5325376424975,-26859.780000000002,1.0
7.575757575757575,554.9316259890177,-27590.625,1.0
7.6767676767676765,562.330714335538,-28331.280000000002,1.0
7.777777777777778,569.7298026820582,-29081.745,1.0
7.878787878787879,577.1288910285784,-29842.020000000004,1.0
7.979797979797979,584.5279793750987,-30612.105,1.0
8.080808080808081,591.9270677216189,-31392.000000000004,1.0
8.181818181818182,599.3261560681392,-32181.705,1.0
8.282828282828282,606.7252444146594,-32981.22,1.0
8.383838383838384,614.1243327611796,-33790.545,1.0
8.484848484848484,621.5234211076998,-34609.68,1.0
8.585858585858587,628.9225094542201,-35438.625,1.0
8.686868686868687,636.3215978007403,-36277.380000000005,1.0
8.787878787878787,643.7206861472606,-37125.945,1.0
8.88888888888889,651.1197744937808,-37984.32000000001,1.0
8.98989898989899,658.518862840301,-38852.505000000005,1.0
9.09090909090909,665.9179511868213,-39730.50000000001,1.0
9.191919191919192,673.3170395333415,-40618.305,1.0
9.292929292929292,680.7161278798618,-41515.920000000006,1.0
9.393939393939394,688.115216226382,-42423.345,1.0
9.494949494949495,695.5143045729022,-43340.58,1.0
9.595959595959595,702.9133929194224,-44267.625,1.0
9.696969696969697,710.3124812659427,-45204.479999999996,1.0
9.797979797979798,717.7115696124629,-46151.145000000004,1.0
9.8989898989899,725.1106579589832,-47107.62,1.0
10.0,732.5097463055034,-48073.905000000006,1.0
0.0,0.0,0.0,2.0
0.10101010101010101,9.066765498255538,110.06730123554382,2.0
0.20202020202020202,18.133530996511077,210.32460247108764,2.0
0.30303030303030304,27.200296494766615,300.7719037066315,2.0
0.40404040404040403,36.26706199302215,381.4092049421753,2.0
0.5050505050505051,45.33382749127769,452.2365061777191,2.0
0.6060606060606061,54.40059298953323,513.2538074132631,2.0
0.7070707070707071,63.46735848778877,564.4611086488068,2.0
0.8080808080808081,72.5341239860443,605.8584098843505,2.0
0.9090909090909091,81.60088948429984,637.4457111198944,2.0
1.0101010101010102,90.66765498255538,659.2230123554382,2.0
1.1111111111111112,99.73442048081093,671.190313590982,2.0
1.2121212121212122,108.80118597906646,673.3476148265261,2.0
1.3131313131313131,117.867951477322,665.6949160620696,2.0
1.4141414141414141,126.93471697557754,648.2322172976136,2.0
1.5151515151515151,136.00148247383308,620.9595185331573,2.0
1.6161616161616161,145.0682479720886,583.8768197687011,2.0
1.7171717171717171,154.13501347034415,536.984121004245,2.0
1.8181818181818181,163.20177896859968,480.281422239789,2.0
1.9191919191919191,172.26854446685522,413.7687234753323,2.0
2.0202020202020203,181.33530996511075,337.44602471087615,2.0
2.121212121212121,190.40207546336632,251.31332594642026,2.0
2.2222222222222223,199.46884096162185,155.37062718196375,2.0
2.323232323232323,208.53560645987739,49.617928417507756,2.0
2.4242424242424243,217.60237195813292,-65.94477034694773,2.0
2.525252525252525,226.66913745638846,-191.31746911140453,2.0
2.6262626262626263,235.735902954644,-326.5001678758608,2.0
2.727272727272727,244.80266845289952,-471.4928666403166,2.0
2.8282828282828283,253.8694339511551,-626.2955654047728,2.0
2.929292929292929,262.9361994494106,-790.9082641692294,2.0
3.0303030303030303,272.00296494766616,-965.3309629336854,2.0
3.131313131313131,281.06973044592166,-1149.5636616981415,2.0
3.2323232323232323,290.1364959441772,-1343.6063604625979,2.0
3.3333333333333335,299.2032614424328,-1547.4590592270538,2.0
3.4343434343434343,308.2700269406883,-1761.12175799151,2.0
3.5353535353535355,317.33679243894386,-1984.5944567559663,2.0
3.6363636363636362,326.40355793719937,-2217.877155520422,2.0
3.7373737373737375,335.47032343545493,-2460.969854284879,2.0
3.8383838383838382,344.53708893371044,-2713.8725530493357,2.0
3.9393939393939394,353.603854431966,-2976.5852518137917,2.0
4.040404040404041,362.6706199302215,-3249.107950578248,2.0
4.141414141414141,371.73738542847707,-3531.440649342703,2.0
4.242424242424242,380.80415092673263,-3823.5833481071595,2.0
4.343434343434343,389.87091642498814,-4125.536046871617,2.0
4.444444444444445,398.9376819232437,-4437.298745636073,2.0
4.545454545454545,408.0044474214992,-4758.87144440053,2.0
4.646464646464646,417.07121291975477,-5090.254143164985,2.0
4.747474747474747,426.1379784180103,-5431.446841929441,2.0
4.848484848484849,435.20474391626584,-5782.449540693895,2.0
4.94949494949495,444.2715094145214,-6143.262239458353,2.0
5.05050505050505,453.3382749127769,-6513.884938222809,2.0
5.151515151515151,462.4050404110325,-6894.317636987265,2.0
5.252525252525253,471.471805909288,-7284.560335751722,2.0
5.353535353535354,480.53857140754354,-7684.613034516179,2.0
5.454545454545454,489.60533690579905,-8094.475733280633,2.0
5.555555555555555,498.6721024040546,-8514.14843204509,2.0
5.656565656565657,507.7388679023102,-8943.631130809546,2.0
5.757575757575758,516.8056334005657,-9382.923829574003,2.0
5.858585858585858,525.8723988988212,-9832.02652833846,2.0
5.959595959595959,534.9391643970768,-10290.939227102917,2.0
6.0606060606060606,544.0059298953323,-10759.66192586737,2.0
6.161616161616162,553.0726953935879,-11238.194624631828,2.0
6.262626262626262,562.1394608918433,-11726.537323396282,2.0
6.363636363636363,571.2062263900989,-12224.690022160743,2.0
6.4646464646464645,580.2729918883545,-12732.652720925196,2.0
6.565656565656566,589.33975738661,-13250.42541968965,2.0
6.666666666666667,598.4065228848656,-13778.008118454109,2.0
6.767676767676767,607.473288383121,-14315.400817218562,2.0
6.8686868686868685,616.5400538813766,-14862.60351598302,2.0
6.96969696969697,625.6068193796322,-15419.616214747475,2.0
7.070707070707071,634.6735848778877,-15986.438913511933,2.0
7.171717171717171,643.7403503761432,-16563.071612276388,2.0
7.2727272727272725,652.8071158743987,-17149.514311040846,2.0
7.373737373737374,661.8738813726543,-17745.7670098053,2.0
7.474747474747475,670.9406468709099,-18351.82970856976,2.0
7.575757575757575,680.0074123691654,-18967.70240733421,2.0
7.6767676767676765,689.0741778674209,-19593.38510609867,2.0
7.777777777777778,698.1409433656764,-20228.877804863125,2.0
7.878787878787879,707.207708863932,-20874.180503627584,2.0
7.979797979797979,716.2744743621876,-21529.293202392037,2.0
8.080808080808081,725.341239860443,-22194.215901156498,2.0
8.181818181818182,734.4080053586986,-22868.94859992095,2.0
8.282828282828282,743.4747708569541,-23553.491298685407,2.0
