time,u,x,ID
0.0,0.25,1.0,1.0
0.00011112345816201801,0.25001389120408957,1.0001180690602067,1.0
0.00022224691632403602,0.2500277839519893,1.0002361388923187,1.0
0.000333370374486054,0.2500416782439567,1.0003542094964644,1.0
0.00044449383264807203,0.250055574080249,1.0004722808727726,1.0
0.00055561729081009,0.2500694714611238,1.000590353021372,1.0
0.000666740748972108,0.2500833703868386,1.0007084259423915,1.0
0.0007778642071341261,0.25009727085765104,1.0008264996359597,1.0
0.0008889876652961441,0.2501111728738188,1.0009445741022056,1.0
0.001000111123458162,0.2501250764355995,1.001062649341258,1.0
0.00111123458162018,0.25013898154325104,1.0011807253532456,1.0
0.0012223580397821981,0.2501528881970312,1.0012988021382978,1.0
0.001333481497944216,0.2501667963971978,1.001416879696543,1.0
0.001444604956106234,0.2501807061440089,1.0015349580281108,1.0
0.0015557284142682522,0.2501946174377224,1.0016530371331296,1.0
0.0016668518724302702,0.25020853027859646,1.0017711170117285,1.0
0.0017779753305922881,0.2502224446668891,1.001889197664037,1.0
0.001889098788754306,0.2502363606028586,1.0020072790901837,1.0
0.002000222246916324,0.2502502780867631,1.0021253612902978,1.0
0.002111345705078342,0.2502641971188609,1.0022434442645087,1.0
0.00222246916324036,0.2502781176994104,1.0023615280129456,1.0
0.002333592621402378,0.25029203982866993,1.0024796125357374,1.0
0.0024447160795643963,0.2503059635068981,1.0025976978330133,1.0
0.002555839537726414,0.25031988873435324,1.002715783904903,1.0
0.002666962995888432,0.2503338155112941,1.0028338707515354,1.0
0.0027780864540504504,0.2503477438379792,1.00295195837304,1.0
0.002889209912212468,0.2503616737146673,1.0030700467695461,1.0
0.0030003333703744863,0.25037560514161705,1.003188135941183,1.0
0.0031114568285365045,0.2503895381190874,1.0033062258880803,1.0
0.003222580286698522,0.2504034726473371,1.0034243166103671,1.0
0.0033337037448605404,0.2504174087266251,1.003542408108173,1.0
0.003444827203022558,0.2504313463572104,1.0036605003816277,1.0
0.0035559506611845763,0.25044528553935214,1.0037785934308607,1.0
0.0036670741193465944,0.2504592262733092,1.0038966872560011,1.0
0.003778197577508612,0.25047316855934093,1.0040147818571792,1.0
0.0038893210356706303,0.2504871123977064,1.004132877234524,1.0
0.004000444493832648,0.25050105778866494,1.004250973388165,1.0
0.004111567951994666,0.25051500473247595,1.0043690703182326,1.0
0.004222691410156684,0.25052895322939867,1.004487168024856,1.0
0.004333814868318703,0.25054290327969264,1.004605266508165,1.0
0.00444493832648072,0.25055685488361734,1.0047233657682895,1.0
0.004556061784642738,0.25057080804143234,1.0048414658053588,1.0
0.004667185242804756,0.2505847627533972,1.0049595666195033,1.0
0.004778308700966774,0.25059871901977165,1.0050776682108526,1.0
